keyphrase,lang,topics,tags
quantity product color,en,priority-6|words-3
group shape product,en,priority-6|words-3
color other material,en,priority-3|words-3
material other size,en,priority-5|words-3
color size product,en,priority-10|words-3
product scene style,en,priority-3|words-3
other group style,en,priority-3|words-3
product color style,en,priority-4|words-3
shape color product,en,priority-1|words-3
color other product,en,priority-2|words-3
product group size,en,priority-5|words-3
product scene size,en,priority-10|words-3
style color product,en,priority-7|words-3
color other shape,en,priority-6|words-3
other shape quantity,en,priority-10|words-3
other size product,en,priority-4|words-3
size other product,en,priority-9|words-3
size product other,en,priority-10|words-3
other scene color,en,priority-7|words-3
scene quantity other,en,priority-10|words-3
product size group,en,priority-7|words-3
product color size,en,priority-1|words-3
color product group,en,priority-9|words-3
material other style,en,priority-4|words-3
other style size,en,priority-7|words-3
product other scene,en,priority-8|words-3
other product shape,en,priority-4|words-3
shape material product,en,priority-5|words-3
other size style,en,priority-8|words-3
other color scene,en,priority-4|words-3
style shape other,en,priority-2|words-3
shape size product,en,priority-7|words-3
group other style,en,priority-8|words-3
quantity material other,en,priority-6|words-3
material scene product,en,priority-1|words-3
style product quantity,en,priority-3|words-3
size shape product,en,priority-7|words-3
size product shape,en,priority-2|words-3
shape quantity product,en,priority-6|words-3
shape quantity other,en,priority-1|words-3
group other size,en,priority-2|words-3
material quantity product,en,priority-1|words-3
color scene other,en,priority-5|words-3
product scene material,en,priority-5|words-3
other product color,en,priority-4|words-3
group style product,en,priority-7|words-3
scene group other,en,priority-2|words-3
product quantity scene,en,priority-7|words-3
other style color,en,priority-8|words-3
other product size,en,priority-7|words-3
material other product,en,priority-9|words-3
style material product,en,priority-10|words-3
size product style,en,priority-6|words-3
product size scene,en,priority-6|words-3
group other color,en,priority-3|words-3
product scene group,en,priority-7|words-3
other material color,en,priority-1|words-3
style product material,en,priority-6|words-3
size color other,en,priority-9|words-3
group material product,en,priority-3|words-3
scene material product,en,priority-5|words-3
scene other color,en,priority-3|words-3
product group other,en,priority-8|words-3
quantity shape product,en,priority-10|words-3
quantity product shape,en,priority-7|words-3
scene style other,en,priority-4|words-3
other scene quantity,en,priority-1|words-3
group product scene,en,priority-5|words-3
size group other,en,priority-1|words-3
style other product,en,priority-1|words-3
color other group,en,priority-5|words-3
product shape material,en,priority-1|words-3
style material other,en,priority-1|words-3
quantity product style,en,priority-4|words-3
group scene product,en,priority-8|words-3
product shape size,en,priority-2|words-3
material other shape,en,priority-2|words-3
scene group product,en,priority-8|words-3
group material other,en,priority-6|words-3
product material group,en,priority-10|words-3
product quantity color,en,priority-4|words-3
style scene other,en,priority-2|words-3
quantity other color,en,priority-3|words-3
product color shape,en,priority-8|words-3
product shape style,en,priority-7|words-3
material quantity other,en,priority-4|words-3
quantity other shape,en,priority-6|words-3
product size material,en,priority-1|words-3
other material scene,en,priority-6|words-3
quantity product size,en,priority-5|words-3
quantity product group,en,priority-4|words-3
material product color,en,priority-6|words-3
other quantity scene,en,priority-7|words-3
product material style,en,priority-3|words-3
color other size,en,priority-9|words-3
product scene shape,en,priority-9|words-3
material style other,en,priority-6|words-3
other style quantity,en,priority-8|words-3
size quantity other,en,priority-1|words-3
color material other,en,priority-2|words-3
other group scene,en,priority-2|words-3
product shape group,en,priority-9|words-3
shape size other,en,priority-7|words-3
other style shape,en,priority-7|words-3
other size shape,en,priority-7|words-3
group other shape,en,priority-3|words-3
scene product size,en,priority-3|words-3
style product scene,en,priority-8|words-3
other color product,en,priority-4|words-3
product material quantity,en,priority-2|words-3
other color material,en,priority-7|words-3
product quantity group,en,priority-3|words-3
group size product,en,priority-2|words-3
shape other size,en,priority-9|words-3
size other shape,en,priority-2|words-3
color quantity product,en,priority-10|words-3
scene other quantity,en,priority-2|words-3
group other quantity,en,priority-7|words-3
size product quantity,en,priority-5|words-3
shape other style,en,priority-6|words-3
other material quantity,en,priority-4|words-3
product size other,en,priority-2|words-3
product group color,en,priority-4|words-3
color other quantity,en,priority-3|words-3
product group quantity,en,priority-2|words-3
color product quantity,en,priority-8|words-3
style quantity other,en,priority-7|words-3
size quantity product,en,priority-4|words-3
group other scene,en,priority-3|words-3
scene quantity product,en,priority-3|words-3
product size shape,en,priority-10|words-3
product other material,en,priority-5|words-3
color product scene,en,priority-1|words-3
quantity shape other,en,priority-9|words-3
group scene other,en,priority-3|words-3
material size other,en,priority-1|words-3
product other size,en,priority-3|words-3
shape other product,en,priority-6|words-3
other color style,en,priority-8|words-3
product color other,en,priority-4|words-3
style group other,en,priority-6|words-3
style product color,en,priority-2|words-3
product group shape,en,priority-2|words-3
group other material,en,priority-3|words-3
other shape color,en,priority-10|words-3
color product material,en,priority-5|words-3
size material product,en,priority-4|words-3
scene product material,en,priority-3|words-3
size product scene,en,priority-4|words-3
material color product,en,priority-5|words-3
size scene other,en,priority-9|words-3
shape other group,en,priority-10|words-3
quantity scene product,en,priority-1|words-3
group product style,en,priority-9|words-3
other product scene,en,priority-8|words-3
product size style,en,priority-7|words-3
material product style,en,priority-9|words-3
scene shape product,en,priority-10|words-3
shape group product,en,priority-2|words-3
other scene product,en,priority-10|words-3
size other material,en,priority-7|words-3
other shape size,en,priority-3|words-3
other quantity group,en,priority-9|words-3
group size other,en,priority-1|words-3
quantity material product,en,priority-2|words-3
group product shape,en,priority-7|words-3
quantity style other,en,priority-6|words-3
product style size,en,priority-8|words-3
material shape product,en,priority-9|words-3
quantity style product,en,priority-3|words-3
material product shape,en,priority-2|words-3
other shape group,en,priority-6|words-3
other quantity size,en,priority-2|words-3
size group product,en,priority-9|words-3
product material other,en,priority-8|words-3
other scene size,en,priority-10|words-3
other material style,en,priority-3|words-3
other scene material,en,priority-5|words-3
scene other material,en,priority-4|words-3
scene other style,en,priority-10|words-3
product quantity shape,en,priority-2|words-3
group product quantity,en,priority-10|words-3
scene other size,en,priority-1|words-3
shape style other,en,priority-8|words-3
color group other,en,priority-1|words-3
size product material,en,priority-2|words-3
quantity group other,en,priority-4|words-3
other material size,en,priority-3|words-3
product group style,en,priority-3|words-3
product style group,en,priority-5|words-3
style product size,en,priority-4|words-3
size other quantity,en,priority-6|words-3
group product other,en,priority-7|words-3
material shape other,en,priority-10|words-3
other product material,en,priority-7|words-3
product material shape,en,priority-1|words-3
color size other,en,priority-2|words-3
style shape product,en,priority-8|words-3
material product other,en,priority-8|words-3
shape product color,en,priority-1|words-3
other style product,en,priority-5|words-3
color material product,en,priority-7|words-3
quantity other style,en,priority-1|words-3
scene size product,en,priority-10|words-3
other color shape,en,priority-7|words-3
material style product,en,priority-3|words-3
group other product,en,priority-5|words-3
other group size,en,priority-7|words-3
scene color product,en,priority-10|words-3
scene color other,en,priority-3|words-3
product quantity other,en,priority-2|words-3
other quantity color,en,priority-8|words-3
style scene product,en,priority-7|words-3
other size group,en,priority-4|words-3
shape product material,en,priority-3|words-3
material group product,en,priority-6|words-3
scene style product,en,priority-4|words-3
quantity group product,en,priority-1|words-3
scene size other,en,priority-8|words-3
size scene product,en,priority-2|words-3
group shape other,en,priority-6|words-3
shape other scene,en,priority-10|words-3
other group color,en,priority-8|words-3
color product style,en,priority-8|words-3
size product color,en,priority-9|words-3
shape product scene,en,priority-10|words-3
color group product,en,priority-6|words-3
quantity other product,en,priority-4|words-3
scene shape other,en,priority-5|words-3
style group product,en,priority-1|words-3
other style group,en,priority-9|words-3
style other shape,en,priority-4|words-3
color scene product,en,priority-9|words-3
color product size,en,priority-6|words-3
other group quantity,en,priority-5|words-3
product color group,en,priority-9|words-3
group color other,en,priority-6|words-3
shape product other,en,priority-1|words-3
shape product quantity,en,priority-4|words-3
material color other,en,priority-2|words-3
material other group,en,priority-6|words-3
size style product,en,priority-3|words-3
product group material,en,priority-2|words-3
size material other,en,priority-6|words-3
other size color,en,priority-5|words-3
size other color,en,priority-4|words-3
product other quantity,en,priority-2|words-3
shape material other,en,priority-2|words-3
style size product,en,priority-2|words-3
style product other,en,priority-2|words-3
scene product other,en,priority-6|words-3
quantity other group,en,priority-9|words-3
other shape scene,en,priority-2|words-3
material product scene,en,priority-5|words-3
shape scene other,en,priority-7|words-3
product style scene,en,priority-7|words-3
color shape other,en,priority-1|words-3
product material color,en,priority-3|words-3
other product style,en,priority-7|words-3
scene product quantity,en,priority-1|words-3
size other scene,en,priority-5|words-3
product material size,en,priority-4|words-3
color other style,en,priority-9|words-3
scene product color,en,priority-1|words-3
style other group,en,priority-6|words-3
shape other quantity,en,priority-2|words-3
other shape material,en,priority-4|words-3
quantity quantity other scene,en,priority-5|words-4
size material other product,en,priority-9|words-4
material product size other,en,priority-5|words-4
product other size group,en,priority-7|words-4
other other scene shape,en,priority-6|words-4
size product product color,en,priority-3|words-4
style material material other,en,priority-2|words-4
other style quantity product,en,priority-1|words-4
size other quantity quantity,en,priority-9|words-4
material other other product,en,priority-1|words-4
product product scene material,en,priority-4|words-4
group other quantity quantity,en,priority-2|words-4
product material shape other,en,priority-1|words-4
product product group style,en,priority-3|words-4
other size product material,en,priority-1|words-4
group other other scene,en,priority-2|words-4
other shape product size,en,priority-8|words-4
quantity quantity material product,en,priority-1|words-4
product other material color,en,priority-2|words-4
other material size product,en,priority-8|words-4
other size material product,en,priority-10|words-4
scene other other shape,en,priority-1|words-4
other product quantity color,en,priority-9|words-4
product product material other,en,priority-4|words-4
other other shape material,en,priority-3|words-4
other style product group,en,priority-4|words-4
shape quantity other other,en,priority-4|words-4
scene shape product product,en,priority-5|words-4
product other style shape,en,priority-6|words-4
other scene material product,en,priority-1|words-4
other product shape style,en,priority-1|words-4
product other shape material,en,priority-1|words-4
material other shape product,en,priority-2|words-4
scene material product product,en,priority-8|words-4
shape product product color,en,priority-8|words-4
product product material style,en,priority-8|words-4
quantity scene product product,en,priority-1|words-4
material product other quantity,en,priority-8|words-4
style other quantity product,en,priority-7|words-4
scene product other group,en,priority-7|words-4
shape product other scene,en,priority-3|words-4
shape other color product,en,priority-1|words-4
product material material size,en,priority-1|words-4
product style style size,en,priority-4|words-4
style other group product,en,priority-5|words-4
other color scene product,en,priority-8|words-4
material color product other,en,priority-5|words-4
color other other size,en,priority-4|words-4
color material product other,en,priority-2|words-4
other other shape style,en,priority-3|words-4
other style product product,en,priority-9|words-4
scene material other product,en,priority-1|words-4
style style shape product,en,priority-6|words-4
size other shape product,en,priority-3|words-4
group material material other,en,priority-1|words-4
material other product quantity,en,priority-9|words-4
scene group product product,en,priority-7|words-4
product color material other,en,priority-8|words-4
other other size scene,en,priority-1|words-4
group product product shape,en,priority-4|words-4
product other quantity color,en,priority-7|words-4
size group other product,en,priority-1|words-4
material group other other,en,priority-5|words-4
color other other shape,en,priority-8|words-4
other group material product,en,priority-8|words-4
other other product style,en,priority-3|words-4
style product other shape,en,priority-2|words-4
style style product quantity,en,priority-9|words-4
color other quantity quantity,en,priority-10|words-4
product group group size,en,priority-2|words-4
product quantity quantity style,en,priority-2|words-4
product material material shape,en,priority-3|words-4
size other other color,en,priority-10|words-4
product style style shape,en,priority-10|words-4
other group group style,en,priority-9|words-4
size product scene other,en,priority-1|words-4
quantity other group product,en,priority-2|words-4
product product style material,en,priority-1|words-4
style other size product,en,priority-8|words-4
material material other shape,en,priority-3|words-4
product material material style,en,priority-9|words-4
product color style style,en,priority-7|words-4
style other other shape,en,priority-10|words-4
quantity size product other,en,priority-1|words-4
other product scene style,en,priority-3|words-4
size group group other,en,priority-5|words-4
size material material product,en,priority-10|words-4
style quantity quantity other,en,priority-7|words-4
group other style product,en,priority-5|words-4
size other style style,en,priority-5|words-4
group size product product,en,priority-7|words-4
style material material product,en,priority-3|words-4
shape scene other other,en,priority-4|words-4
quantity style style other,en,priority-5|words-4
quantity product other color,en,priority-8|words-4
product other quantity size,en,priority-2|words-4
other style style material,en,priority-2|words-4
other product product style,en,priority-5|words-4
shape quantity product product,en,priority-9|words-4
other style product scene,en,priority-6|words-4
other scene product group,en,priority-5|words-4
shape other other color,en,priority-8|words-4
other size style product,en,priority-1|words-4
shape product other style,en,priority-10|words-4
other product group quantity,en,priority-5|words-4
quantity style product product,en,priority-2|words-4
material style style other,en,priority-7|words-4
shape scene product product,en,priority-10|words-4
material scene product product,en,priority-7|words-4
product other material group,en,priority-5|words-4
size product other material,en,priority-7|words-4
quantity other product shape,en,priority-9|words-4
other other scene size,en,priority-10|words-4
other quantity quantity shape,en,priority-6|words-4
product scene material material,en,priority-8|words-4
shape color other other,en,priority-3|words-4
product color other quantity,en,priority-9|words-4
color other product shape,en,priority-1|words-4
group group size other,en,priority-10|words-4
other color product group,en,priority-5|words-4
size other other product,en,priority-4|words-4
other color product shape,en,priority-4|words-4
material product product shape,en,priority-2|words-4
color product material material,en,priority-8|words-4
material scene other product,en,priority-5|words-4
shape product quantity quantity,en,priority-6|words-4
product product color size,en,priority-3|words-4
group group shape product,en,priority-3|words-4
product material quantity quantity,en,priority-9|words-4
other group product material,en,priority-7|words-4
group material product product,en,priority-9|words-4
quantity product other group,en,priority-6|words-4
shape material other product,en,priority-9|words-4
shape group product product,en,priority-8|words-4
product material other quantity,en,priority-4|words-4
style size product other,en,priority-10|words-4
size product quantity quantity,en,priority-4|words-4
scene quantity other other,en,priority-5|words-4
material color product product,en,priority-10|words-4
product product group shape,en,priority-1|words-4
product other scene size,en,priority-8|words-4
style color product product,en,priority-7|words-4
material product group group,en,priority-2|words-4
other style style size,en,priority-6|words-4
size group group product,en,priority-4|words-4
style product group group,en,priority-6|words-4
material material shape product,en,priority-3|words-4
other other product quantity,en,priority-6|words-4
product shape other size,en,priority-3|words-4
product product scene other,en,priority-1|words-4
quantity product other scene,en,priority-2|words-4
other size product product,en,priority-5|words-4
scene product shape other,en,priority-1|words-4
size product product material,en,priority-4|words-4
product other quantity quantity,en,priority-8|words-4
color other product quantity,en,priority-4|words-4
other product size quantity,en,priority-10|words-4
size product quantity other,en,priority-5|words-4
material style product other,en,priority-1|words-4
group product quantity other,en,priority-2|words-4
group group quantity other,en,priority-7|words-4
quantity product group group,en,priority-4|words-4
quantity product product group,en,priority-7|words-4
product quantity other other,en,priority-3|words-4
shape product material material,en,priority-8|words-4
product other other group,en,priority-4|words-4
size color product other,en,priority-7|words-4
product size other style,en,priority-10|words-4
color other style style,en,priority-4|words-4
other style product material,en,priority-9|words-4
style style shape other,en,priority-9|words-4
scene group product other,en,priority-4|words-4
other product style size,en,priority-5|words-4
style product other group,en,priority-9|words-4
product style other size,en,priority-4|words-4
scene style other other,en,priority-10|words-4
product product color group,en,priority-7|words-4
other quantity quantity scene,en,priority-10|words-4
product product shape size,en,priority-6|words-4
quantity other product scene,en,priority-4|words-4
product group quantity quantity,en,priority-4|words-4
shape other quantity product,en,priority-5|words-4
product color group other,en,priority-9|words-4
product scene other style,en,priority-2|words-4
group product color other,en,priority-8|words-4
size product product other,en,priority-2|words-4
scene product product size,en,priority-9|words-4
other shape material product,en,priority-5|words-4
quantity quantity size other,en,priority-1|words-4
product product scene size,en,priority-3|words-4
shape size product other,en,priority-6|words-4
other style group group,en,priority-5|words-4
other other quantity product,en,priority-9|words-4
scene size other other,en,priority-5|words-4
size style style product,en,priority-2|words-4
other group product color,en,priority-5|words-4
shape product other size,en,priority-10|words-4
product other group group,en,priority-2|words-4
group color product product,en,priority-2|words-4
product other material scene,en,priority-6|words-4
size style product product,en,priority-4|words-4
group group other shape,en,priority-6|words-4
shape product product size,en,priority-6|words-4
other other color product,en,priority-2|words-4
other color product material,en,priority-1|words-4
product size material material,en,priority-6|words-4
other product color shape,en,priority-9|words-4
quantity other style product,en,priority-6|words-4
material material other style,en,priority-9|words-4
material material shape other,en,priority-1|words-4
shape product color other,en,priority-10|words-4
other other color group,en,priority-2|words-4
scene other product group,en,priority-6|words-4
other product shape group,en,priority-3|words-4
color group group other,en,priority-9|words-4
color style style other,en,priority-1|words-4
color shape product product,en,priority-2|words-4
size other other shape,en,priority-5|words-4
group scene product product,en,priority-9|words-4
other other size group,en,priority-5|words-4
product style other color,en,priority-1|words-4
product shape quantity other,en,priority-1|words-4
color product material other,en,priority-7|words-4
material quantity quantity other,en,priority-9|words-4
product quantity quantity material,en,priority-10|words-4
material quantity product other,en,priority-7|words-4
other material product shape,en,priority-1|words-4
group product other style,en,priority-4|words-4
size product style other,en,priority-8|words-4
size other group product,en,priority-3|words-4
product quantity size other,en,priority-3|words-4
other style style shape,en,priority-5|words-4
material material color product,en,priority-8|words-4
style group group other,en,priority-10|words-4
product product quantity material,en,priority-9|words-4
material other scene product,en,priority-2|words-4
product product group size,en,priority-8|words-4
material material group product,en,priority-8|words-4
scene other product material,en,priority-9|words-4
color product size other,en,priority-2|words-4
color other product style,en,priority-10|words-4
color product other quantity,en,priority-6|words-4
material material size product,en,priority-6|words-4
other other size material,en,priority-7|words-4
quantity scene other other,en,priority-2|words-4
product product other shape,en,priority-7|words-4
other size group product,en,priority-5|words-4
size color other product,en,priority-7|words-4
other product size style,en,priority-10|words-4
other other shape scene,en,priority-9|words-4
shape size other other,en,priority-6|words-4
product scene color other,en,priority-8|words-4
product product style color,en,priority-5|words-4
color product product size,en,priority-9|words-4
style other quantity quantity,en,priority-7|words-4
style quantity product product,en,priority-2|words-4
other product material group,en,priority-5|words-4
shape material material product,en,priority-6|words-4
other shape color product,en,priority-10|words-4
color size product other,en,priority-10|words-4
color product product group,en,priority-2|words-4
product group other color,en,priority-5|words-4
shape product other material,en,priority-4|words-4
quantity quantity product size,en,priority-8|words-4
color product group other,en,priority-10|words-4
product size other quantity,en,priority-10|words-4
product color quantity quantity,en,priority-6|words-4
product quantity quantity scene,en,priority-10|words-4
size other color product,en,priority-9|words-4
scene other other color,en,priority-4|words-4
other scene product shape,en,priority-6|words-4
product other shape scene,en,priority-4|words-4
scene product other other,en,priority-9|words-4
product material material group,en,priority-4|words-4
product style style group,en,priority-2|words-4
shape product group group,en,priority-9|words-4
material material quantity other,en,priority-5|words-4
material material product other,en,priority-2|words-4
other quantity product style,en,priority-7|words-4
other scene quantity quantity,en,priority-8|words-4
product quantity shape other,en,priority-5|words-4
other material shape product,en,priority-4|words-4
other scene product color,en,priority-2|words-4
style other product scene,en,priority-8|words-4
quantity quantity group product,en,priority-10|words-4
size group product other,en,priority-8|words-4
other shape quantity product,en,priority-2|words-4
size other other group,en,priority-5|words-4
other size product style,en,priority-3|words-4
shape quantity quantity product,en,priority-8|words-4
product product style shape,en,priority-7|words-4
group product other scene,en,priority-4|words-4
material material product quantity,en,priority-9|words-4
shape other scene product,en,priority-5|words-4
scene style style product,en,priority-2|words-4
other material material product,en,priority-10|words-4
product group group style,en,priority-10|words-4
product product other color,en,priority-2|words-4
product quantity group group,en,priority-3|words-4
other style style scene,en,priority-10|words-4
color other group group,en,priority-10|words-4
product shape other material,en,priority-10|words-4
other product quantity material,en,priority-6|words-4
group group material other,en,priority-8|words-4
other other material style,en,priority-1|words-4
group group color other,en,priority-4|words-4
shape other group group,en,priority-1|words-4
material material other quantity,en,priority-2|words-4
group style other other,en,priority-4|words-4
product size style other,en,priority-4|words-4
product shape material material,en,priority-1|words-4
color product style other,en,priority-6|words-4
quantity quantity color product,en,priority-10|words-4
quantity quantity other color,en,priority-4|words-4
scene size product product,en,priority-9|words-4
other quantity shape product,en,priority-2|words-4
style style product material,en,priority-8|words-4
shape group other other,en,priority-5|words-4
product scene other other,en,priority-1|words-4
scene other other product,en,priority-1|words-4
other other style color,en,priority-5|words-4
product product color shape,en,priority-2|words-4
other style color product,en,priority-4|words-4
product group style other,en,priority-6|words-4
size product group other,en,priority-7|words-4
product product material size,en,priority-9|words-4
other other group quantity,en,priority-3|words-4
product other other size,en,priority-9|words-4
other product group shape,en,priority-8|words-4
color material product product,en,priority-3|words-4
other product group color,en,priority-9|words-4
shape color product product,en,priority-6|words-4
quantity product product material,en,priority-5|words-4
other product style color,en,priority-6|words-4
scene group group product,en,priority-9|words-4
quantity other color product,en,priority-1|words-4
other other scene material,en,priority-8|words-4
shape material material other,en,priority-9|words-4
scene other other size,en,priority-5|words-4
shape other quantity quantity,en,priority-2|words-4
material other group product,en,priority-6|words-4
group quantity other other,en,priority-4|words-4
product product other style,en,priority-3|words-4
style quantity other other,en,priority-9|words-4
style style product shape,en,priority-3|words-4
material color other product,en,priority-7|words-4
product scene material other,en,priority-8|words-4
material product shape other,en,priority-6|words-4
other product style quantity,en,priority-2|words-4
material product other group,en,priority-6|words-4
color quantity product product,en,priority-1|words-4
style shape product other,en,priority-9|words-4
color scene other other,en,priority-4|words-4
other quantity product size,en,priority-3|words-4
style product scene other,en,priority-2|words-4
quantity quantity color other,en,priority-5|words-4
group color other other,en,priority-6|words-4
material group other product,en,priority-10|words-4
product other other color,en,priority-7|words-4
quantity other other scene,en,priority-5|words-4
color group product product,en,priority-3|words-4
product group group shape,en,priority-6|words-4
other group quantity quantity,en,priority-8|words-4
style material product other,en,priority-10|words-4
other shape style style,en,priority-7|words-4
size product other group,en,priority-8|words-4
material material scene other,en,priority-2|words-4
quantity product group other,en,priority-10|words-4
product product quantity group,en,priority-5|words-4
group other product quantity,en,priority-2|words-4
other product group scene,en,priority-6|words-4
group other style style,en,priority-1|words-4
product other other quantity,en,priority-6|words-4
product other material style,en,priority-10|words-4
other product material scene,en,priority-7|words-4
other color size product,en,priority-6|words-4
material other product product,en,priority-4|words-4
other other color style,en,priority-3|words-4
quantity group group product,en,priority-8|words-4
group other product material,en,priority-4|words-4
group group product style,en,priority-9|words-4
product style other other,en,priority-6|words-4
other other product material,en,priority-7|words-4
other quantity material product,en,priority-3|words-4
group material other product,en,priority-7|words-4
size product material other,en,priority-6|words-4
other size scene product,en,priority-4|words-4
other color shape product,en,priority-9|words-4
other quantity quantity material,en,priority-7|words-4
scene other quantity quantity,en,priority-4|words-4
quantity quantity product scene,en,priority-2|words-4
product product style size,en,priority-5|words-4
quantity product color other,en,priority-7|words-4
group shape product other,en,priority-7|words-4
other other shape group,en,priority-5|words-4
product other shape size,en,priority-2|words-4
quantity other other product,en,priority-1|words-4
quantity quantity product color,en,priority-4|words-4
other group size product,en,priority-2|words-4
other color material material,en,priority-9|words-4
product scene style style,en,priority-10|words-4
color other other product,en,priority-4|words-4
group group style other,en,priority-9|words-4
material product style style,en,priority-9|words-4
scene other color product,en,priority-9|words-4
product material quantity other,en,priority-7|words-4
product product group quantity,en,priority-8|words-4
other other color size,en,priority-10|words-4
product product size other,en,priority-8|words-4
other other product group,en,priority-8|words-4
other other material product,en,priority-8|words-4
other other material shape,en,priority-7|words-4
group color product other,en,priority-7|words-4
other product shape quantity,en,priority-9|words-4
product product size color,en,priority-10|words-4
product product size material,en,priority-9|words-4
size scene other product,en,priority-1|words-4
product product material group,en,priority-5|words-4
style style quantity product,en,priority-2|words-4
scene size other product,en,priority-4|words-4
style product other quantity,en,priority-4|words-4
group group quantity product,en,priority-5|words-4
product shape other group,en,priority-5|words-4
group product other size,en,priority-9|words-4
material other other scene,en,priority-8|words-4
other quantity color product,en,priority-3|words-4
product material style style,en,priority-3|words-4
style product other material,en,priority-6|words-4
product size group other,en,priority-10|words-4
other style scene product,en,priority-3|words-4
other material material group,en,priority-10|words-4
quantity product scene other,en,priority-6|words-4
product group other material,en,priority-6|words-4
scene style other product,en,priority-7|words-4
product product other quantity,en,priority-2|words-4
product shape material other,en,priority-1|words-4
style other product product,en,priority-2|words-4
product material material color,en,priority-4|words-4
quantity product other style,en,priority-5|words-4
product style style color,en,priority-2|words-4
group other product style,en,priority-7|words-4
other size product scene,en,priority-9|words-4
other product product group,en,priority-4|words-4
color other style product,en,priority-5|words-4
other other style shape,en,priority-4|words-4
product size color other,en,priority-1|words-4
group shape product product,en,priority-4|words-4
product other scene material,en,priority-9|words-4
product product material scene,en,priority-8|words-4
product material material quantity,en,priority-2|words-4
product style style quantity,en,priority-3|words-4
other product scene group,en,priority-6|words-4
shape material product product,en,priority-6|words-4
shape scene other product,en,priority-9|words-4
product other color material,en,priority-10|words-4
style product material other,en,priority-2|words-4
other other scene group,en,priority-10|words-4
color group other other,en,priority-2|words-4
other quantity quantity style,en,priority-7|words-4
